gene_id	mutation_category	events_n	dist	probability
ADGRV1	missense	9	5582.1	0.9377960622039377
ADHFE1	missense	5	422.6	0.756925243074757
ADNP2	missense	4	488.3	0.17837182162817836
ADNP	missense	4	129.9,nan,nan,nan	0.005817994182005819
ADORA3	missense	2	669.0	0.8704981295018704
ADRM1	missense	3	555.5	0.8996461003538997
ADSSL1	missense	2	nan,nan	nan
AEBP1	missense	2	866.0	0.4383355616644382
AFAP1	missense	3	244.9,nan	0.12182687817312184
AFDN	missense	8	1062.2	0.22201877798122202
AFF1	missense	3	1475.3	0.8288851711148288
AFF2	missense	3	1454.0	0.7457012542987458
AFF3	missense	10	126.8,nan	1.9999980000019993e-06
AFF4	missense	4	10.7	6.999993000007007e-06
AFG3L2	missense	6	358.8	0.11280588719411279
AFM	missense	2	733.0	0.6657843342156657
AGA	missense	2	343.0	0.5422204577795422
AGAP1	missense	8	828.9,nan	0.6338153661846337
AGAP2	missense	3	584.0,nan	0.4194755805244197
AGAP3	missense	7	698.3	0.6313503686496313
AGBL1	missense	3	967.9	0.6220733779266221
AGBL5	missense	4	412.7	0.20144379855620143
AGFG2	missense	3	275.3	0.31832568167431835
AGK	missense	2	415.0	0.5475914524085475
AGL	missense	3	971.1,nan,nan,nan	0.38485861514138486
AGMO	missense	2	160.0	0.22513677486322511
AGO1	missense	9	199.5	0.0006979993020006984
AGO2	missense	5	512.4	0.34901565098434906
AGO3	missense	2	728.0	0.4864125135874864
AGO4	missense	3	1008.2	0.7770722229277771
AGPAT2	missense	2	106.0,nan	0.25165574834425164
AGPAT3	missense	2	321.0,nan,nan,nan,nan,nan	0.5159854840145159
AGRN	missense	8	1394.3	0.45467154532845466
AGTPBP1	missense	3	923.8	0.45478854521145495
AHCTF1	missense	3	365.3	0.03758696241303758
AHDC1	missense	3	2322.7,nan	0.935928064071936
AHNAK2	missense	3	5589.8	0.6799643200356801
AHNAK	missense	4	nan,6256.3	0.714821285178715
AIFM3	missense	3	341.7,nan	0.3259906740093259
AIG1	missense	2	114.0	0.293900706099294
AIRE	missense	2	936.0	0.7910982089017911
AK3	missense	2	32.0	0.10521289478710524
AK5	missense	2	1101.0	0.8517441482558518
AK8	missense	6	398.8	0.7331552668447332
AK9	missense	8	635.3	0.012531987468012533
AKAP10	missense	2	169.0	0.16181083818916184
AKAP12	missense	3	2043.8,nan	0.7846292153707847
AKAP13	missense	9	1936.5	0.4397295602704395
AKAP2	missense	5	779.1,nan	0.5558634441365558
AKAP6	missense	5	1790.5	0.5856514143485856
AKAP9	missense	9	3793.0,nan	0.9785410214589786
AKNAD1	missense	4	752.5	0.7016822983177016
AKNA	missense	6	1237.4,nan	0.7498182501817499
AKR1B1	missense	2	99.0	0.20410079589920413
AKR1C3	missense	2	378.0	0.6341863658136344
AKR1D1	missense	2	559.0	0.7915332084667915
AKT1	missense	4	61.0,nan,nan,nan,nan,nan	0.007830992169007829
AKT1S1	missense	2	714.0	0.9703210296789703
AKT3	missense	6	240.9,nan	0.20102379897620104
ALAD	missense	2	390.0	0.6463623536376464
ALAS2	missense	2	1176.0	0.8889361110638889
ALB	missense	2	132.0	0.1394928605071395
ALDH18A1	missense	4	132.0	0.01602798397201603
ALDH1A2	missense	3	82.8	0.040159959840040164
ALDH1A3	missense	3	104.5	0.0636009363990636
ALDH1L1	missense	3	525.7	0.33468066531933455
ALDH3B1	missense	3	175.6,nan	0.16976883023116987
ALDH3B2	missense	2	841.0,nan	0.9390770609229391
ALDH4A1	missense	2	7.0,nan	0.01124498875501125
ALDH6A1	missense	2	1238.0	0.9294980705019295
ALDOA	missense	2	306.0,nan	0.43954256045743956
ALG13	missense	9	2.6	1.010100999897969e-08
ALG3	missense	2	295.0	0.3853496146503853
ALG6	missense	3	756.9	0.9488680511319488
ALG8	missense	2	262.0	0.30162569837430164
ALKBH4	missense	3	134.8	0.2199147800852199
ALKBH8	missense	2	1162.0	0.836029163970836
ALK	missense	5	609.0	0.07741592258407741
ALLC	missense	3	98.1	0.08954291045708948
ALMS1	missense	3	5769.1	0.8884561115438885
ALOX12	missense	2	866.0	0.6385233614766386
ALOX15	missense	2	147.0	0.14139985860014137
ALOX5	missense	2	1353.0	0.9049550950449049
ALPK1	missense	2	1521.0,nan	0.6278703721296279
ALPK2	missense	6	1223.8	0.24703675296324704
ALPK3	missense	5	1927.8	0.8874111125888874
AMACR	missense	4	289.7	0.5183534816465183
AMBRA1	missense	4	1199.0	0.7077192922807078
AMDHD1	missense	2	36.0	0.06738093261906736
AMER1	missense	2	12.0	0.008434991565008439
AMER2	missense	3	900.5	0.9000420999579001
AMER3	missense	2	579.0,nan	0.40862759137240856
AMIGO1	missense	4	480.8,nan	0.7422902577097424
AMOTL1	missense	4	173.8	0.019451980548019453
AMOTL2	missense	2	434.0	0.32445967554032457
AMOT	missense	4	713.0,nan	0.4217975782024217
AMPD1	missense	2	1561.0	0.8973731026268974
AMPD2	missense	2	291.0	0.20779379220620783
AMPD3	missense	2	882.0	0.6312793687206314
AMPH	missense	2	512.0	0.4231915768084231
AMZ1	missense	2	128.0	0.16480583519416483
ANAPC2	missense	4	260.5	0.08511391488608518
ANAPC5	missense	2	89.0	0.08157691842308157
ANGEL2	missense	2	396.0	0.4288765711234288
ANGPTL5	missense	2	729.0	0.8607401392598608
ANGPTL7	missense	3	477.9	0.9204080795919204
ANHX	missense	2	558.0,nan	0.7707692292307707
ANK1	missense	10	1217.7	0.3946756053243947
ANK2	missense	8	2312.6	0.25933874066125934
ANK3	missense	12	2614.3	0.20990679009320987
ANKAR	missense	2	990.0,nan	0.4065095934904066
ANKFN1	missense	3	229.1	0.06050793949206051
ANKHD1	missense	6	1406.9,nan	0.18701281298718694
ANKH	missense	2	729.0	0.7245932754067246
ANKIB1	missense	2	423.0	0.2477487522512478
ANKLE1	missense	2	nan	nan
ANKMY1	missense	3	1084.4	0.7331102668897331
ANKRD11	missense	17	1029.2,nan	0.0015489984510015493
ANKRD12	missense	2	1596.0	0.43660356339643647
ANKRD13A	missense	2	179.0	0.1928328071671928
ANKRD13B	missense	4	426.4	0.3921466078533923
ANKRD13D	missense	4	703.8	0.9064050935949064
ANKRD17	missense	7	1551.6	0.23712176287823716
ANKRD23	missense	3	154.5,nan	0.31301868698131297
ANKRD26	missense	3	1839.9	0.7142592857407142
ANKRD28	missense	3	651.7	0.3555646444353555
ANKRD35	missense	4	1185.4	0.9291020708979291
ANKRD40	missense	2	511.0	0.7083922916077086
ANKRD42	missense	2	381.0	0.4236135763864236
ANKRD44	missense	3	199.2	0.05951594048405952
ANKRD50	missense	3	389.3	0.10209489790510215
ANKRD52	missense	3	1290.3	0.8233151766848235
ANKRD63	missense	2	337.0	0.5253524746475253
ANKRD6	missense	2	1423.0,nan	0.8726731273268726
ANKS1A	missense	3	161.0	0.032217967782032224
ANKS3	missense	4	716.1	0.8733571266428733
ANO1	missense	3	702.6,nan	0.4406195593804405
ANO2	missense	3	1103.8,nan	0.7463692536307464
ANO3	missense	4	393.8,nan	0.1455618544381456
ANO5	missense	4	538.3	0.3278526721473278
ANO8	missense	3	948.5	0.5063274936725062
ANPEP	missense	3	110.9	0.022511977488022514
ANTXR2	missense	5	152.2	0.03864296135703865
ANXA6	missense	3	63.2	0.016602983397016602
AOAH	missense	2	887.0	0.6895703104296896
AOC1	missense	2	384.0	0.31102268897731083
AOC2	missense	3	726.9	0.6781503218496783
AOC3	missense	2	44.0	0.03973996026003975
AOX1	missense	2	3350.0	0.9661350338649661
AP1G1	missense	4	64.5	0.0019259980740019256
AP1M1	missense	2	555.0	0.6822233177766823
AP2A1	missense	5	974.4	0.896023103976896
AP2A2	missense	3	1029.7	0.7790102209897791
AP2B1	missense	2	1748.0,nan	0.8528711471288529
AP2M1	missense	2	59.0	0.08627491372508628
AP2S1	missense	5	5.1	3.9999960000039994e-05
AP3B1	missense	3	167.0	0.035557964442035565
AP3B2	missense	5	416.6	0.09748590251409747
AP3D1	missense	5	863.1	0.5095594904405094
AP4E1	missense	6	585.8	0.16896183103816895
AP4M1	missense	2	906.0	0.8658591341408659
AP5M1	missense	2	337.0	0.3842346157653843
AP5Z1	missense	3	437.6	0.3040716959283041
APC2	missense	8	2017.7,nan	0.9169330830669169
APCDD1	missense	4	260.5	0.26807773192226797
APC	missense	10	1729.4,nan,nan	0.2473917526082474
APH1A	missense	2	191.0	0.3972726027273972
APLNR	missense	2	44.0	0.08411091588908412
APLP1	missense	2	363.0	0.3315806684193316
APOBEC2	missense	2	308.0	0.745023254976745
APOB	missense	9	3637.9	0.762901237098763
APOL4	missense	2	466.0	0.7103732896267104
APOL6	missense	2	246.0	0.44517055482944523
APPL2	missense	3	506.3	0.4916215083784915
APRT	missense	2	10.0	0.04647295352704648
APTX	missense	4	49.2	0.009841990158009841
AQP1	missense	3	141.6	0.43561856438143576
AQP8	missense	2	21.0	0.05823994176005824
AQP9	missense	2	267.0,nan	0.5336894663105338
ARAP1	missense	5	1490.5	0.8991951008048992
ARAP2	missense	4	559.6	0.08378991621008376
ARAP3	missense	5	907.8	0.3456476543523456
AREL1	missense	2	2012.0	0.9582130417869582
ARF1	missense	7	55.6,nan,nan	0.022203977796022203
ARF3	missense	2	33.0,nan	0.12744487255512746
ARF4	missense	2	18.0	0.0722029277970722
ARFGAP1	missense	2	249.0	0.3618196381803619
ARFGEF1	missense	5	1429.4	0.5657334342665659
ARFGEF2	missense	6	798.4	0.11829288170711831
ARG2	missense	2	218.0	0.3504866495133504
ARHGAP10	missense	3	870.2	0.7274582725417273
ARHGAP11A	missense	2	485.0	0.287016712983287
ARHGAP17	missense	2	2071.0	0.9452800547199453
ARHGAP1	missense	2	194.0	0.27779372220627774
ARHGAP20	missense	3	537.0	0.22682177317822685
ARHGAP21	missense	4	1001.5	0.24006075993924006
ARHGAP23	missense	4	1684.9	0.8910961089038911
ARHGAP24	missense	4	675.8	0.6861563138436862
ARHGAP25	missense	2	796.0	0.6576623423376577
ARHGAP26	missense	3	300.0,nan	0.22737877262122738
ARHGAP29	missense	3	925.0	0.4662345337654663
ARHGAP32	missense	3	1013.2	0.25534674465325524
ARHGAP35	missense	10	1012.0	0.42800857199142806
ARHGAP39	missense	3	588.1	0.28447971552028434
ARHGAP42	missense	2	nan	nan
ARHGAP44	missense	2	746.0	0.5173244826755174
ARHGAP45	missense	3	369.3	0.13410686589313406
ARHGAP4	missense	4	461.5	0.18964081035918964
ARHGAP9	missense	2	273.0	0.2347647652352348
ARHGDIA	missense	2	262.0	0.602887397112603
ARHGEF10L	missense	2	2510.0	0.8647341352658647
ARHGEF10	missense	2	426.0	0.19863480136519868
ARHGEF11	missense	3	1184.4	0.5008204991795007
ARHGEF12	missense	2	1181.0	0.44666255333744653
ARHGEF16	missense	2	745.0	0.5488124511875487
ARHGEF17	missense	6	1914.8	0.8492891507108494
ARHGEF18	missense	6	578.8	0.16830783169216834
ARHGEF19	missense	2	928.0	0.6637523362476638
ARHGEF25	missense	5	463.0	0.5477184522815477
ARHGEF26	missense	3	603.4,nan	0.4073375926624073
ARHGEF28	missense	5	1098.0,nan	0.34717765282234714
ARHGEF2	missense	3	1033.7	0.6842183157816842
ARHGEF33	missense	2	1397.0,nan	0.8048511951488049
ARHGEF3	missense	2	1156.0	0.8854621145378855
ARHGEF40	missense	4	114.5	0.002015997984002017
ARHGEF4	missense	3	283.8	0.2221467778532221
ARHGEF7	missense	2	1591.0	0.8620551379448621
ARHGEF9	missense	5	248.9	0.23841776158223843
ARID1A	missense	12	572.3	0.00025899974100025914
ARID1B	missense	13	1019.0	0.01973698026301974
ARID3A	missense	2	919.0	0.7416402583597417
ARID3C	missense	2	348.0	0.5224194775805227
ARID4A	missense	10	948.5	0.6722493277506724
ARID4B	missense	5	800.1,nan	0.3363186636813363
ARID5A	missense	2	1068.0	0.8174221825778174
ARID5B	missense	2	691.0	0.3512146487853511
ARIH1	missense	5	384.4	0.45744054255945765
ARL14EPL	missense	2	165.0	0.5888144111855889
ARMC3	missense	2	365.0	0.26680673319326675
ARMC5	missense	4	993.5	0.7816602183397816
ARMH1	missense	3	209.7,nan	0.28819871180128825
AR	missense	3	346.9	0.19014680985319019
ARNT2	missense	2	281.0	0.24235275764724232
ARNTL	missense	2	1299.0	0.9072430927569073
ARPC4	missense	2	0.0	0.00740799259200741
ARPP21	missense	3	77.3,nan	0.015478984521015475
ARRB1	missense	2	254.0,nan	0.37216262783737214
ARRB2	missense	2	688.0	0.7817312182687818
ARRDC3	missense	2	127.0	0.19774780225219774
ARSA	missense	2	469.0,nan,nan,nan	0.5190284809715191
ARSB	missense	3	126.9	0.09122090877909123
ARSG	missense	3	395.1	0.4896355103644896
ARSJ	missense	2	960.0	0.7817902182097818
ART5	missense	2	270.0,nan	0.5157134842865159
ARVCF	missense	3	865.3	0.6302423697576303
ASAP2	missense	3	461.7	0.2279387720612279
ASAP3	missense	3	751.0	0.5585864414135585
ASB10	missense	2	11.0	0.017419982580017434
ASB18	missense	2	1340.0	0.9996030003969996
ASB2	missense	2	1431.0	0.9580890419109581
ASCC1	missense	3	413.2,nan	0.6991293008706991
ASCC3	missense	6	1686.0	0.6235243764756235
ASF1A	missense	2	155.0	0.4465665534334464
ASH1L	missense	8	1651.3	0.19798680201319796
ASH2L	missense	2	796.0	0.6453183546816454
ASIC2	missense	3	549.9	0.6922863077136923
ASIC3	missense	7	274.8	0.16408183591816405
ASIC5	missense	4	537.8	0.851013148986851
ASL	missense	2	364.0,nan	0.448980551019449
ASPG	missense	3	503.4	0.5793564206435794
ASPM	missense	4	3166.4	0.6878653121346878
ASPRV1	missense	2	1.0	0.006409993590006413
ASPSCR1	missense	2	101.0	0.1031968968031032
ASS1	missense	3	431.0,nan,nan	0.7354292645707354
ASTE1	missense	2	329.0	0.28603971396028605
ASTL	missense	2	286.0	0.4292205707794291
ASTN1	missense	6	823.5	0.3420936579063421
ASTN2	missense	5	997.3	0.503087496912503
ASXL2	missense	2	486.0	0.20819879180120823
ASXL3	missense	3	2818.5	0.844999155000845
ATAD2B	missense	4	1028.4	0.4402845597154401
ATAD3C	missense	3	276.4	0.4399685600314399
ATAD5	missense	5	1354.0	0.514658485341515
ATF2	missense	5	411.3,nan	0.6439693560306439
ATF5	missense	2	95.0,nan	0.22958977041022957
ATF6B	missense	4	484.1	0.4444605555394445
ATF7IP2	missense	2	352.0,nan	0.3078886921113078
ATF7IP	missense	4	351.7	0.054610945389054616
ATF7	missense	2	372.0,nan	0.4461415538584462
ATG13	missense	2	335.0	0.36408863591136403
ATG14	missense	2	784.0	0.7328992671007328
ATG16L2	missense	2	849.0	0.835058164941835
ATG2A	missense	4	1434.3	0.49612550387449617
ATG3	missense	2	201.0	0.3897046102953896
ATG4B	missense	3	426.9	0.7853042146957853
ATG5	missense	3	124.0,nan	0.23095976904023094
ATG9B	missense	3	1612.5	0.9952370047629953
ATL1	missense	6	144.5,nan	0.013031986968013025
ATL2	missense	2	16.0	0.02308997691002309
ATM	missense	5	2521.0,nan	0.6573693426306573
ATN1	missense	9	174.3,nan	0.00022699977300022695
ATP10B	missense	5	919.4	0.3840766159233841
ATP10D	missense	3	545.7	0.17746282253717743
ATP11A	missense	3	904.0	0.4894875105124896
ATP11B	missense	3	499.0	0.20102879897120107
ATP11C	missense	3	955.6	0.5764084235915765
ATP13A1	missense	5	142.3	0.001566998433001567
ATP13A3	missense	4	758.6,nan	0.37670262329737675
ATP13A4	missense	5	1080.6	0.768996231003769
ATP1A1	missense	3	592.3,nan	0.33611166388833613
ATP1A2	missense	14	459.4	0.019648980351019647
ATP1A3	missense	31	351.5	2.999997000002999e-06
ATP1A4	missense	8	744.5	0.6000013999986
ATP2A1	missense	3	289.5	0.11715888284111713
ATP2A2	missense	7	551.7	0.2077367922632077
ATP2A3	missense	3	1178.6	0.7946382053617946
ATP2B1	missense	5	573.3,nan	0.16730883269116728
ATP2B2	missense	11	885.1,nan	0.6229483770516231
ATP2B4	missense	4	1209.0	0.8057061942938059
ATP2C1	missense	3	768.0	0.5320434679565321
ATP2C2	missense	3	586.4	0.3597296402703597
ATP4A	missense	3	1308.9	0.8735871264128736
ATP5F1A	missense	5	16.9,nan	0.00245099754900245
ATP5F1B	missense	4	477.1	0.6603163396836602
ATP5F1C	missense	2	484.0	0.7445712554287447
ATP5MF	missense	2	46.0	0.28122571877428093
ATP5S	missense	3	135.1	0.2674667325332675
ATP6AP1	missense	3	246.0	0.2785857214142786
ATP6V0A1	missense	11	40.3	1.010100999897969e-08
ATP6V0C	missense	2	92.0	0.35991064008935986
ATP6V1A	missense	13	296.8	0.0417059582940417
ATP6V1B1	missense	4	259.9	0.2400387599612401
ATP6V1B2	missense	5	368.8	0.4787675212324788
ATP6V1H	missense	4	447.0,nan	0.7066912933087066
ATP7A	missense	2	513.0	0.2166317833682168
ATP7B	missense	5	1204.6	0.673989326010674
ATP8A1	missense	5	1065.0	0.7508582491417508
ATP8B1	missense	3	960.7,nan	0.47173552826447174
ATP8B2	missense	2	1383.0	0.6080403919596079
ATP8B3	missense	2	2577.0	0.9014490985509015
ATP8B4	missense	2	849.0,nan	0.4075695924304077
ATP9A	missense	2	72.0	0.04743995256004743
ATRIP	missense	3	302.5	0.15822084177915816
ATR	missense	5	1622.2	0.33802266197733793
ATRNL1	missense	4	1750.3	0.9475700524299475
ATRN	missense	7	767.7	0.15927384072615924
ATRX	missense	12	1669.1	0.41941458058541936
ATXN10	missense	2	456.0	0.5200624799375202
ATXN1	missense	3	663.8,nan	0.5483574516425482
ATXN2L	missense	4	861.0	0.5418824581175419
ATXN2	missense	3	766.9	0.32404867595132403
ATXN7L2	missense	4	279.2	0.1264318735681264
ATXN7L3	missense	2	222.0	0.37970862029137964
ATXN7	missense	2	1373.0,nan	0.6967483032516968
AUNIP	missense	2	356.0	0.5053224946775053
AUTS2	missense	5	698.6,nan	0.2959067040932959
AVL9	missense	2	745.0	0.6045563954436044
AVPR1B	missense	2	723.0	0.806074193925806
AVPR2	missense	2	564.0,nan	0.7873462126537873
AXDND1	missense	2	1265.0	0.6566643433356566
AXIN2	missense	2	1822.0	0.9291760708239292
AXL	missense	2	386.0	0.2665417334582666
AZGP1	missense	2	120.0	0.2527897472102528
AZU1	missense	2	264.0	0.5888614111385888
B3GNT7	missense	2	497.0	0.6714193285806714
B3GNT9	missense	2	209.0	0.32777167222832776
B4GALNT1	missense	4	428.2	0.5953684046315952
B4GALNT2	missense	2	1149.0	0.8693861306138694
B4GALNT3	missense	7	541.3	0.1784908215091785
B4GALNT4	missense	4	917.7	0.7048092951907048
B4GALT1	missense	3	335.4	0.5660454339545662
B4GALT2	missense	2	526.0	0.6862303137696861
BACH2	missense	5	607.3,nan,nan	0.5138174861825138
BAG1	missense	2	814.0	0.9430770569229431
BAG3	missense	6	179.4	0.03415296584703415
BAG6	missense	4	519.1	0.1774568225431775
BAHD1	missense	5	527.2	0.427152572847427
BAIAP2	missense	3	626.8	0.7861742138257862
BAIAP3	missense	4	764.4	0.36594563405436586
BAMBI	missense	2	233.0	0.4952515047484951
BANK1	missense	2	358.0	0.2761317238682761
BAP1	missense	5	218.6	0.039450960549039446
BARD1	missense	2	1514.0	0.8246561753438246
BARHL2	missense	3	437.8	0.7837362162637839
BARX2	missense	2	457.0	0.7976942023057976
BAZ1A	missense	4	875.3,nan	0.2821517178482821
BAZ1B	missense	3	763.2,nan	0.26769373230626764
BAZ2A	missense	5	1756.5	0.7966262033737966
BAZ2B	missense	8	1258.4	0.2833167166832833
BBS1	missense	3	232.8	0.19150280849719153
BBS2	missense	2	502.0	0.3971946028053972
